no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,4,0,0,1,82,2018,4,16,1,0,0,0,109.37,0,1
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,0,0
2,0,2,2,0,0,1,12,2017,10,31,1,0,0,0,103.84,1,0
3,0,0,1,0,0,1,3,2018,10,15,1,0,0,0,157.27,1,0
1,0,0,1,0,0,0,0,2018,1,6,2,1,0,2,66.0,0,0
2,0,1,3,0,0,1,121,2018,8,15,1,0,0,0,125.55,1,0
2,0,1,3,0,0,0,28,2018,1,4,0,0,0,0,87.0,1,0
2,0,1,3,1,0,0,62,2018,7,18,1,0,0,0,70.78,1,0
3,0,1,3,0,0,1,92,2018,8,22,1,0,0,0,150.3,0,1
2,0,2,3,1,0,0,116,2018,5,15,1,0,0,0,89.25,0,1
2,0,0,1,0,0,0,0,2017,8,4,1,0,0,0,90.0,0,0
2,0,1,2,0,0,1,12,2018,2,5,1,1,11,21,108.0,1,0
2,0,0,3,0,0,0,304,2018,11,3,1,0,0,0,89.0,0,1
1,0,0,1,0,0,0,12,2018,6,8,0,0,0,0,90.0,1,0
2,0,1,3,0,0,0,254,2018,9,29,1,0,0,0,100.3,1,1
2,0,1,0,1,0,0,127,2018,7,25,1,0,0,0,94.5,1,0
1,0,0,1,0,0,0,0,2018,3,9,4,1,0,3,0.0,1,0
2,0,2,2,0,0,0,16,2018,1,9,1,0,0,0,61.16,0,0
2,0,0,2,0,0,1,19,2018,3,4,1,0,0,0,111.0,0,1
3,0,1,2,0,0,1,169,2018,8,12,1,0,0,0,137.7,1,1
1,0,0,1,0,0,0,12,2018,7,30,2,0,0,0,65.0,1,0
2,0,1,4,0,0,0,275,2018,10,5,1,0,0,0,90.0,0,1
2,0,2,3,0,0,1,126,2018,9,15,1,0,0,0,147.1,4,0
1,0,1,0,0,0,0,5,2018,5,9,4,1,0,1,0.0,1,0
2,0,1,2,0,0,0,57,2018,9,9,1,0,0,0,125.1,1,0
2,0,1,0,0,0,0,263,2017,9,21,0,0,0,0,67.0,0,0
2,0,1,2,1,0,0,5,2018,8,26,1,0,0,0,96.76,1,0
1,0,2,3,0,0,0,269,2018,12,29,0,0,0,0,70.0,0,0
2,0,2,4,1,0,0,71,2018,11,4,1,0,0,0,120.15,2,0
2,0,0,2,1,0,0,12,2018,7,19,1,0,0,0,114.0,1,0
2,0,1,2,2,0,2,161,2018,3,25,0,0,0,0,130.0,0,1
3,0,1,5,2,0,1,303,2018,12,27,1,0,0,0,159.23,1,1
2,0,0,2,0,0,0,164,2018,7,1,1,0,0,0,96.3,1,0
1,0,1,0,0,0,0,4,2017,11,30,2,0,0,0,65.0,0,0
1,0,1,2,0,0,0,133,2018,3,11,0,0,0,0,74.67,1,0
2,0,1,4,1,0,0,27,2018,6,29,1,0,0,0,131.44,1,0
2,0,2,2,1,0,0,208,2018,7,30,1,0,0,0,80.75,0,1
2,1,2,2,0,0,1,13,2018,5,29,1,0,0,0,118.51,1,0
2,0,0,1,1,0,0,0,2018,7,29,1,0,0,0,89.0,0,0
2,0,0,5,0,0,1,162,2018,3,8,0,0,0,0,62.0,1,0
2,0,2,2,0,1,0,12,2017,8,23,1,0,0,0,99.0,3,0
2,1,0,2,0,0,0,7,2018,12,13,1,0,0,0,124.0,2,0
2,2,1,1,0,1,3,2,2018,8,6,1,0,0,0,225.0,2,0
2,0,2,0,0,0,0,146,2018,4,24,0,0,0,0,95.0,0,1
2,0,2,1,0,0,0,57,2018,10,2,1,0,0,0,118.8,2,0
2,0,0,1,0,0,0,221,2017,9,18,1,0,0,0,89.2,0,1
2,1,2,4,2,1,0,178,2018,7,23,1,0,0,0,132.25,2,1
2,0,1,2,0,0,4,94,2018,3,25,1,0,0,0,95.25,0,0
0,2,2,2,0,0,0,68,2018,4,24,1,0,0,0,108.38,1,1
3,0,0,4,0,0,1,56,2018,11,22,1,0,0,0,119.0,2,0
2,0,1,2,0,0,0,256,2017,9,14,0,0,0,0,76.67,0,0
2,0,0,3,0,0,0,271,2018,9,21,1,0,0,0,101.33,1,1
2,0,0,4,1,0,0,170,2018,8,16,1,0,0,0,95.63,0,1
2,0,1,2,0,0,0,273,2018,5,13,1,0,0,0,95.0,0,1
2,0,0,1,0,0,0,93,2018,7,23,0,0,0,0,72.25,0,0
1,0,1,0,0,0,0,13,2018,8,1,1,0,0,0,115.0,1,0
2,0,1,3,0,0,1,29,2018,3,7,1,0,0,0,73.73,1,0
2,0,2,1,2,0,0,124,2017,8,8,0,0,0,0,94.5,0,0
2,1,2,2,0,0,1,33,2017,10,31,0,0,0,0,63.75,1,0
2,0,1,0,0,0,1,6,2018,8,21,1,0,0,0,145.0,2,0
2,0,2,1,0,0,1,2,2018,4,23,1,0,0,0,136.0,0,1
2,0,0,2,0,0,0,35,2018,1,13,1,0,0,0,78.3,0,1
2,0,1,2,0,0,1,50,2018,9,2,1,0,0,0,123.3,1,1
2,0,2,1,2,0,0,18,2018,6,12,1,0,0,0,149.0,0,0
2,0,0,4,0,0,0,175,2018,8,31,1,0,0,0,112.63,0,1
2,0,0,2,1,0,0,17,2018,2,5,1,0,0,0,65.2,0,0
1,0,1,0,0,0,0,60,2018,4,25,2,1,0,1,65.0,0,0
1,0,0,2,0,0,0,68,2018,11,25,1,0,0,0,86.4,0,0
2,0,0,2,0,0,0,143,2018,4,22,1,0,0,0,77.03,0,0
2,0,0,3,0,0,0,163,2018,9,8,0,0,0,0,110.0,0,1
2,0,1,2,1,0,0,86,2018,10,10,1,0,0,0,108.0,2,0
3,0,0,4,0,0,0,90,2018,10,19,0,0,0,0,105.4,0,0
2,0,1,2,0,0,0,14,2017,9,21,1,0,0,0,124.0,0,0
2,0,0,4,0,1,1,19,2018,7,5,1,0,0,0,175.0,2,0
2,0,1,2,0,0,0,18,2018,2,12,1,0,0,0,91.0,0,0
2,0,0,4,0,0,0,93,2017,10,7,1,0,0,0,89.25,1,0
2,0,1,1,0,0,1,9,2018,2,27,1,0,0,0,115.0,1,1
2,0,0,3,0,0,0,146,2017,12,29,0,0,0,0,75.0,0,0
2,0,1,4,0,0,1,110,2018,9,21,1,0,0,0,149.4,1,1
2,0,0,1,1,0,0,11,2018,1,28,1,0,0,0,62.83,1,0
1,0,1,0,0,0,0,0,2018,6,20,2,0,0,0,95.0,0,0
1,0,0,1,0,0,0,9,2017,9,10,1,0,0,0,95.0,2,0
2,0,0,5,0,0,0,45,2017,9,8,1,0,0,0,82.98,0,0
2,0,1,3,0,0,0,287,2018,9,29,1,0,0,0,100.3,0,1
1,0,0,2,0,1,0,9,2018,3,31,2,0,0,0,67.0,0,0
2,0,0,4,1,0,0,4,2018,6,29,1,0,0,0,127.0,2,0
1,0,1,2,0,0,0,114,2018,7,1,0,0,0,0,75.0,0,1
1,0,1,2,0,0,0,82,2018,4,1,1,0,0,0,81.9,0,0
2,0,2,2,0,0,0,30,2018,3,11,0,0,0,0,85.0,1,0
2,0,3,6,1,0,0,164,2018,9,19,1,0,0,0,116.1,0,1
2,0,1,2,0,0,0,267,2018,9,30,0,0,0,0,95.0,0,1
2,0,0,3,0,0,0,42,2018,11,23,1,0,0,0,78.3,2,0
2,0,2,4,0,0,0,261,2018,10,22,1,0,0,0,93.78,1,0
2,0,1,2,0,0,1,35,2018,1,29,1,0,0,0,82.45,1,0
1,0,2,4,0,0,0,69,2018,6,12,0,0,0,0,120.0,0,1
2,0,1,0,0,0,0,12,2018,2,7,1,0,0,0,93.0,1,1
2,0,0,2,2,0,0,56,2017,9,17,0,0,0,0,82.0,0,0
2,0,0,2,1,0,0,77,2018,6,17,1,0,0,0,116.1,0,1
2,0,0,3,0,0,0,27,2018,5,10,1,0,0,0,141.0,0,1
2,0,2,1,0,1,0,3,2017,12,27,1,0,0,0,81.3,1,0
2,1,2,1,0,0,1,125,2018,5,15,1,0,0,0,101.49,2,0
2,0,1,0,0,0,0,4,2018,1,25,2,0,0,0,64.0,0,0
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
2,0,2,5,0,0,1,182,2018,9,22,0,0,0,0,90.95,1,0
2,0,1,4,0,1,0,0,2018,3,28,1,0,0,0,114.0,0,0
2,0,0,1,1,0,0,60,2018,6,1,1,0,0,0,116.1,1,0
2,0,1,5,0,0,0,26,2017,11,3,1,0,0,0,99.45,0,0
1,0,0,2,0,0,1,70,2018,9,15,1,0,0,0,149.4,0,1
2,0,1,2,0,0,0,84,2018,10,10,1,0,0,0,127.8,0,0
2,0,0,0,0,0,0,1,2018,6,11,1,0,0,0,0.0,0,0
2,0,1,2,1,0,0,207,2018,8,5,1,0,0,0,85.5,1,0
2,0,0,1,1,0,0,133,2018,8,20,1,0,0,0,94.5,0,1
1,0,1,1,0,0,0,60,2017,9,21,1,0,0,0,0.0,0,0
2,0,2,2,0,0,1,19,2018,12,31,1,0,0,0,119.0,0,0
2,0,2,4,0,0,0,53,2018,2,27,0,0,0,0,61.5,1,0
2,0,2,4,0,0,0,132,2018,7,21,1,0,0,0,102.28,0,1
3,0,0,3,0,0,1,36,2018,4,28,1,0,0,0,152.4,2,0
2,0,1,2,2,1,0,15,2018,2,12,0,0,0,0,111.8,0,0
1,0,1,1,0,0,0,45,2018,11,19,1,0,0,0,86.4,0,1
2,0,1,0,1,0,0,1,2018,2,14,1,0,0,0,79.0,0,1
2,0,0,2,2,0,0,256,2018,6,15,1,0,0,0,115.0,1,1
2,0,2,2,0,0,1,56,2017,11,6,0,0,0,0,60.0,0,0
2,0,2,5,0,0,0,89,2018,3,21,1,0,0,0,83.66,1,0
3,0,2,5,0,0,1,144,2018,8,12,1,0,0,0,140.76,0,1
2,0,0,3,0,0,0,259,2018,5,5,0,0,0,0,90.0,0,1
2,0,2,1,0,0,0,41,2018,3,13,2,0,0,0,85.67,0,0
2,2,0,3,0,0,3,62,2018,9,15,1,0,0,0,207.9,2,0
2,0,0,3,0,0,0,79,2017,9,2,1,0,0,0,89.25,0,1
2,0,2,3,1,0,0,10,2018,9,4,1,0,0,0,87.05,1,0
2,0,0,3,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,0
1,0,0,3,0,0,0,335,2018,10,13,0,0,0,0,80.0,0,0
2,0,0,3,1,1,0,99,2018,3,24,1,0,0,0,101.5,0,0
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,101.5,0,1
1,0,1,2,0,1,0,13,2018,9,5,2,1,0,1,67.0,0,0
1,0,0,1,0,0,0,4,2018,5,11,1,0,0,0,137.0,1,0
2,0,3,9,0,0,1,134,2018,7,13,1,0,0,0,113.62,1,0
2,0,0,3,0,0,0,213,2018,6,7,1,0,0,0,130.0,0,1
3,0,1,1,0,0,1,49,2018,5,7,1,0,0,0,159.3,0,1
2,0,1,2,0,0,1,64,2018,12,26,1,0,0,0,111.6,2,0
2,0,2,4,0,0,1,7,2018,4,9,1,0,0,0,138.0,0,1
2,0,0,2,1,0,0,6,2018,1,12,1,0,0,0,69.5,3,0
1,0,1,0,0,0,0,6,2017,12,27,2,1,0,1,65.0,0,0
3,0,2,1,0,0,1,202,2018,10,22,1,0,0,0,128.7,0,1
2,0,2,1,0,0,0,71,2018,7,24,0,0,0,0,72.25,0,0
2,0,0,1,1,0,0,8,2018,5,25,1,0,0,0,119.0,0,0
3,0,1,3,0,0,0,100,2018,5,19,1,0,0,0,136.0,2,0
2,0,0,5,0,0,0,221,2017,8,11,1,0,0,0,76.5,1,1
2,2,0,3,0,0,3,13,2018,5,4,1,0,0,0,221.0,0,1
1,0,1,0,0,0,0,14,2018,10,3,2,0,0,0,95.0,0,0
2,0,2,2,0,0,0,32,2018,3,13,1,0,0,0,81.9,0,0
1,0,2,0,0,0,0,5,2018,7,10,2,1,0,1,65.0,0,0
1,0,0,3,0,0,0,166,2018,11,1,1,0,0,0,110.0,0,1
1,0,2,1,0,0,0,15,2018,3,12,1,0,0,0,97.0,0,1
1,0,2,3,1,0,0,56,2018,3,5,1,0,0,0,64.75,0,0
2,0,0,3,0,0,1,102,2018,5,19,1,0,0,0,140.4,0,0
2,0,1,2,0,0,0,309,2018,5,13,0,0,0,0,65.0,0,0
1,0,0,1,0,0,0,15,2018,2,19,2,0,0,0,81.0,0,0
2,1,0,2,0,0,3,2,2018,11,25,0,0,0,0,153.8,0,0
2,0,1,2,0,0,0,34,2017,10,12,1,0,0,0,103.5,1,0
1,0,0,3,0,0,0,8,2017,10,7,1,0,0,0,158.0,0,0
2,0,2,4,2,0,0,327,2017,9,9,0,0,0,0,88.0,0,0
2,0,1,4,0,0,0,42,2017,11,16,1,0,0,0,104.42,1,0
3,0,2,0,0,0,1,56,2018,11,6,1,0,0,0,194.5,1,1
2,0,1,1,0,0,0,138,2018,8,29,1,0,0,0,96.3,0,0
2,0,1,3,0,0,0,290,2018,12,1,1,0,0,0,73.95,0,1
2,0,1,0,0,0,0,263,2017,9,21,0,0,0,0,67.0,0,0
1,0,1,0,0,0,0,6,2018,2,1,1,1,3,1,86.0,0,0
2,0,1,2,0,0,0,191,2018,6,3,1,0,0,0,132.0,0,1
2,0,0,4,0,0,0,8,2017,8,26,1,0,0,0,90.0,2,0
2,0,0,1,1,0,0,0,2018,1,12,1,0,0,0,79.0,0,0
2,0,1,4,0,0,1,28,2017,9,21,0,0,0,0,68.0,1,0
2,0,0,3,0,0,0,12,2017,8,5,2,0,0,0,65.0,0,0
2,1,1,1,0,1,1,64,2018,8,8,1,0,0,0,161.1,0,0
2,0,0,3,0,0,4,34,2018,10,6,1,0,0,0,153.0,0,0
3,0,2,0,0,0,1,135,2018,9,25,1,0,0,0,162.0,2,0
2,0,0,3,0,0,0,105,2018,10,12,0,0,0,0,75.0,0,1
2,0,1,3,0,0,0,3,2017,9,10,1,0,0,0,126.25,2,0
1,2,2,2,0,0,3,20,2018,9,18,1,0,0,0,231.5,0,1
2,0,2,1,0,0,0,11,2018,10,30,1,0,0,0,133.33,1,0
2,0,2,4,0,0,0,263,2018,9,29,1,0,0,0,100.3,0,1
1,0,0,3,0,0,1,22,2018,6,9,1,0,0,0,149.33,0,1
2,0,2,2,0,0,0,99,2017,10,30,0,0,0,0,65.0,0,1
2,0,0,1,0,0,0,56,2018,6,8,0,0,0,0,120.0,0,0
2,0,2,0,1,0,0,56,2018,4,17,1,0,0,0,90.0,0,1
2,0,2,1,0,0,0,3,2018,2,13,0,0,0,0,85.0,0,0
3,0,1,3,0,0,1,112,2018,5,5,1,0,0,0,115.52,1,0
2,0,2,1,0,0,0,145,2018,1,3,0,0,0,0,65.0,0,0
2,0,1,2,0,0,0,98,2018,3,11,0,0,0,0,58.0,0,0
2,0,2,3,0,0,0,115,2018,8,4,1,0,0,0,110.7,2,0
2,0,0,2,0,0,0,245,2018,6,17,0,0,0,0,75.0,0,1
2,0,0,2,2,0,0,102,2017,10,16,1,0,0,0,101.5,0,1
2,0,2,1,0,0,0,54,2018,7,3,0,0,0,0,85.5,0,0
2,0,1,3,0,0,0,217,2018,9,1,0,0,0,0,80.75,1,0
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0,1
2,0,1,1,0,0,1,41,2018,5,28,1,0,0,0,131.4,1,0
2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
2,2,2,5,0,0,3,136,2018,5,7,1,0,0,0,170.36,0,1
2,0,2,5,1,0,0,35,2018,12,4,1,0,0,0,74.8,2,0
2,0,1,3,1,0,0,23,2018,11,24,1,0,0,0,79.2,0,1
1,2,0,3,1,0,2,211,2018,5,31,1,0,0,0,91.36,1,1
2,0,0,4,0,0,1,24,2018,5,31,1,0,0,0,104.61,1,0
2,0,1,5,0,0,1,141,2018,8,15,1,0,0,0,124.8,0,1
2,0,1,4,0,0,0,154,2018,5,30,0,0,0,0,80.75,0,0
1,0,0,2,0,0,0,4,2018,5,31,2,0,0,0,121.0,0,0
1,0,4,6,0,0,1,3,2018,5,1,3,0,0,0,110.0,0,1
2,0,1,1,0,0,0,115,2018,5,16,1,0,0,0,114.3,1,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
1,0,2,1,0,0,0,20,2018,2,7,1,0,0,0,86.0,2,0
2,2,2,2,2,1,0,141,2018,7,10,1,0,0,0,195.25,1,0
2,0,0,3,1,0,0,4,2017,9,22,1,0,0,0,133.0,2,0
1,0,1,3,0,0,0,130,2018,6,6,0,0,0,0,110.0,0,0
2,0,0,2,0,0,0,29,2018,12,2,2,0,0,0,85.0,1,0
3,0,0,2,2,0,1,0,2018,6,9,1,0,0,0,157.0,1,0
2,0,2,1,0,1,0,49,2017,12,5,1,0,0,0,115.2,2,0
2,0,0,2,0,0,0,27,2017,9,18,1,0,0,0,124.0,2,0
2,0,1,1,0,0,1,10,2018,5,21,0,0,0,0,107.0,0,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,101.5,0,1
2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
1,0,2,2,0,0,0,56,2017,9,25,0,0,0,0,185.0,0,0
2,0,0,4,1,0,0,319,2018,11,29,1,0,0,0,63.75,0,1
2,0,1,1,0,0,0,89,2018,12,10,1,0,0,0,104.0,2,0
1,0,0,2,0,0,0,63,2018,1,19,0,0,0,0,71.0,0,0
2,0,0,5,2,0,0,230,2018,9,6,1,0,0,0,137.0,0,1
2,1,2,1,1,0,0,73,2018,4,3,1,0,0,0,94.0,0,0
2,0,2,5,0,0,0,181,2018,8,6,1,0,0,0,72.75,1,0
2,0,0,3,0,0,0,308,2018,11,23,1,0,0,0,78.3,2,1
1,0,2,5,0,0,0,163,2018,4,9,1,0,0,0,73.37,1,0
2,2,2,2,0,0,3,65,2018,3,20,1,0,0,0,161.5,0,1
2,0,0,1,0,0,0,4,2017,8,15,1,0,0,0,124.0,1,0
2,0,0,4,1,0,0,14,2018,12,7,1,0,0,0,77.78,1,0
2,1,2,0,0,0,0,208,2018,8,21,1,0,0,0,112.5,2,1
1,0,2,7,0,0,0,161,2018,6,28,1,0,0,0,63.42,1,0
1,0,1,4,0,0,4,150,2018,7,25,2,0,0,0,106.0,0,0
2,0,0,2,0,0,0,226,2018,9,16,1,0,0,0,126.9,1,1
2,0,1,2,0,0,0,141,2018,6,3,0,0,0,0,132.0,0,0
2,0,0,1,0,0,0,9,2018,5,31,1,0,0,0,131.0,2,0
3,0,0,2,0,1,1,54,2018,7,27,1,0,0,0,160.47,1,0
2,0,0,1,1,0,0,1,2018,11,26,1,0,0,0,95.0,0,0
3,0,1,1,0,0,1,22,2018,6,27,1,0,0,0,187.0,2,0
2,0,3,6,1,0,0,314,2018,12,26,1,0,0,0,68.66,0,1
2,0,0,3,0,0,0,1,2018,5,10,0,0,0,0,95.0,0,0
2,1,0,2,2,0,0,78,2018,12,16,0,0,0,0,120.49,0,0
2,0,0,1,0,0,0,1,2018,8,4,1,0,0,0,151.0,1,0
2,0,1,3,0,1,0,11,2018,9,5,1,0,0,0,148.0,1,0
2,0,0,3,0,0,1,42,2017,11,4,0,0,0,0,60.0,0,0
3,0,0,1,0,0,1,0,2018,8,23,1,0,0,0,225.0,2,0
2,0,0,1,0,0,0,43,2018,12,27,1,0,0,0,74.88,0,0
2,0,0,3,0,0,0,87,2018,4,26,1,0,0,0,96.3,2,0
1,0,1,2,0,0,0,180,2018,10,10,0,0,0,0,120.0,0,1
1,0,0,1,0,0,0,22,2017,11,17,2,0,0,0,62.0,0,0
2,0,0,5,0,0,0,140,2017,12,29,0,0,0,0,70.0,0,0
2,0,0,3,0,0,0,55,2018,11,24,1,0,0,0,93.6,3,0
2,0,2,1,0,0,1,54,2018,9,25,1,0,0,0,149.4,2,0
2,0,0,2,2,0,0,0,2017,8,14,0,0,0,0,109.0,0,0
2,0,0,2,0,0,0,59,2018,1,28,0,0,0,0,87.0,1,0
2,0,2,0,0,1,1,24,2018,9,11,1,0,0,0,142.0,1,0
1,0,0,2,0,0,0,14,2017,10,15,0,0,0,0,100.0,0,0
2,2,0,2,0,0,3,29,2017,9,24,1,0,0,0,212.0,2,0
1,0,0,1,0,0,0,14,2017,10,15,0,0,0,0,100.0,0,0
2,0,1,5,0,0,0,9,2018,8,16,1,0,0,0,142.0,0,1
2,0,1,1,0,0,0,159,2018,4,9,0,0,0,0,70.0,1,0
2,0,0,2,0,0,0,21,2018,10,5,1,0,0,0,149.0,1,0
1,0,1,2,0,0,0,0,2018,3,14,2,1,2,26,65.0,0,0
2,0,2,5,0,0,0,25,2017,11,10,0,0,0,0,68.0,1,0
2,0,1,2,0,0,0,302,2018,9,16,1,0,0,0,100.0,0,1
1,0,0,2,0,0,1,2,2018,9,30,1,0,0,0,205.0,2,0
2,0,2,1,0,1,1,91,2018,7,16,1,0,0,0,127.8,2,0
2,0,1,3,0,0,1,69,2018,4,18,1,0,0,0,110.08,1,0
3,0,0,3,0,0,1,58,2018,3,31,1,0,0,0,123.3,1,0
1,0,0,2,0,0,0,172,2018,6,24,0,0,0,0,95.0,0,1
3,0,0,2,0,0,1,203,2018,8,17,1,0,0,0,133.2,1,1
2,0,1,4,0,0,0,97,2018,8,8,1,0,0,0,117.9,1,0
1,0,0,1,0,0,0,9,2018,10,20,2,0,0,0,95.0,0,0
2,0,1,1,2,0,0,247,2018,6,6,1,0,0,0,115.0,1,1
2,0,1,2,0,0,0,198,2018,9,9,0,0,0,0,90.0,0,1
2,0,0,3,0,0,0,157,2018,12,8,0,0,0,0,68.0,1,0
1,0,1,2,0,0,0,25,2018,10,17,1,0,0,0,129.0,2,0
2,0,0,1,0,0,0,8,2018,5,25,1,0,0,0,111.35,1,0
2,0,1,2,0,0,0,80,2018,4,11,0,0,0,0,80.75,0,0
2,1,2,3,0,1,0,81,2018,8,13,1,0,0,0,143.1,1,0
2,0,2,1,0,0,1,21,2018,2,27,1,0,0,0,112.67,0,1
2,0,0,2,0,0,0,125,2017,12,11,1,0,0,0,72.25,1,1
2,0,1,3,0,0,0,53,2018,11,21,1,0,0,0,88.4,0,0
2,1,0,2,0,0,1,11,2017,12,11,4,0,0,0,0.0,2,0
1,0,1,3,0,0,1,15,2018,3,7,2,0,0,0,75.0,0,0
3,0,0,3,0,0,1,31,2018,3,8,1,0,0,0,114.3,2,0
2,0,2,0,0,0,0,38,2018,9,25,1,0,0,0,104.64,1,1
2,0,0,1,0,0,0,20,2018,11,22,1,0,0,0,116.0,0,0
2,0,0,2,2,0,0,0,2017,8,14,0,0,0,0,109.0,0,0
2,0,2,8,1,0,0,7,2018,12,13,1,0,0,0,74.8,1,0
2,1,1,2,0,0,1,31,2017,10,26,0,0,0,0,90.0,1,0
2,0,1,2,0,0,0,133,2018,3,11,0,0,0,0,84.33,1,0
2,2,1,5,0,0,3,134,2018,12,26,1,0,0,0,163.34,2,1
2,0,2,3,0,0,0,269,2018,12,29,0,0,0,0,80.0,1,0
2,0,0,3,2,0,0,150,2018,6,16,0,0,0,0,90.0,1,0
1,0,0,3,0,0,0,37,2018,10,27,1,0,0,0,119.0,1,0
2,0,0,3,0,0,1,52,2017,11,19,0,0,0,0,60.0,0,0
1,0,0,3,0,0,0,19,2017,10,6,0,1,1,0,80.0,0,0
2,0,2,1,0,0,1,32,2018,9,11,1,0,0,0,149.4,0,1
2,0,2,1,0,0,0,261,2018,11,20,0,0,0,0,68.0,0,1
2,1,1,4,0,0,0,81,2018,5,9,1,0,0,0,135.15,2,1
2,0,0,2,2,0,0,30,2017,9,30,0,0,0,0,121.0,0,0
2,2,1,1,0,0,3,8,2018,9,24,1,0,0,0,259.0,0,1
2,0,2,1,0,0,0,41,2018,3,13,2,0,0,0,85.67,0,0
2,0,2,1,0,0,1,177,2018,10,29,1,0,0,0,104.4,2,1
1,0,0,1,0,0,0,5,2017,10,27,2,0,0,0,65.0,0,0
1,0,0,1,0,0,0,164,2017,10,2,0,0,0,0,100.0,0,0
2,0,2,1,0,0,0,87,2018,10,23,0,0,0,0,80.75,1,0
2,0,2,1,0,0,1,43,2018,2,14,1,0,0,0,87.97,0,0
2,0,1,2,0,1,0,43,2018,7,1,1,0,0,0,126.9,1,0
2,0,1,2,0,0,0,93,2018,10,31,1,0,0,0,90.3,2,1
2,0,0,4,0,0,0,50,2018,11,16,1,0,0,0,64.67,1,0
2,0,1,2,0,0,0,224,2017,10,2,0,0,0,0,65.0,0,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,101.5,0,0
2,0,0,2,0,0,0,30,2018,10,5,1,0,0,0,144.0,1,0
2,0,2,8,0,0,0,200,2018,9,20,1,0,0,0,129.54,0,1
2,0,2,2,0,0,0,67,2018,11,25,0,0,0,0,75.0,0,0
2,0,1,4,0,0,0,109,2018,4,20,1,0,0,0,77.89,1,0
2,0,0,4,0,0,0,8,2018,11,23,1,0,0,0,91.38,1,0
1,0,0,1,0,0,0,53,2018,10,14,0,0,0,0,120.0,0,0
2,0,2,5,0,0,0,196,2017,8,16,1,0,0,0,55.96,2,0
2,0,0,3,0,0,0,1,2017,11,3,0,0,0,0,80.0,0,0
1,0,1,3,0,0,0,35,2018,11,7,1,0,0,0,199.0,2,0
1,0,2,4,0,0,0,245,2018,7,6,1,0,0,0,110.0,0,1
1,0,2,5,0,0,0,196,2018,8,1,0,0,0,0,68.0,0,0
2,0,2,7,0,0,0,190,2018,9,30,1,0,0,0,110.9,0,1
2,1,0,3,0,0,3,176,2018,9,15,1,0,0,0,198.9,0,1
2,0,1,4,0,0,0,275,2018,10,5,1,0,0,0,90.0,0,1
2,0,2,3,0,0,0,93,2018,3,17,1,0,0,0,73.95,1,0
2,0,1,1,0,0,0,113,2018,9,24,1,0,0,0,135.9,0,1
2,0,1,3,0,1,1,10,2017,12,28,1,0,0,0,136.0,1,0
2,0,2,4,0,0,1,3,2017,9,19,1,0,0,0,162.5,0,0
2,0,0,3,0,0,0,271,2018,9,21,0,0,0,0,101.33,1,1
1,0,1,2,0,0,0,114,2018,7,1,1,0,0,0,75.0,0,1
1,0,1,3,0,0,0,127,2018,4,28,0,0,0,0,80.0,0,1
2,0,0,2,0,0,0,2,2018,4,20,1,0,0,0,127.0,2,0
2,0,1,4,0,0,0,39,2017,9,23,1,0,0,0,175.08,1,0
2,0,0,1,1,0,0,5,2018,7,29,1,0,0,0,109.0,0,0
2,0,2,2,0,0,0,14,2018,4,29,1,0,0,0,147.5,0,1
1,2,1,2,0,0,3,108,2018,10,14,1,0,0,0,190.8,1,0
2,0,2,0,2,0,0,386,2018,10,23,0,0,0,0,115.0,1,1
2,0,1,2,1,0,0,150,2018,12,2,1,0,0,0,79.2,0,1
2,0,1,1,0,0,0,42,2017,10,19,1,0,0,0,94.5,2,0
2,0,1,3,0,0,0,193,2018,8,18,1,0,0,0,99.45,1,0
2,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,109.0,0,1
2,0,1,2,0,0,0,121,2018,6,24,1,0,0,0,90.0,0,1
2,0,1,1,0,0,2,1,2018,1,4,1,0,0,0,76.25,1,0
2,0,1,1,0,0,1,72,2018,4,23,1,0,0,0,118.8,1,0
2,0,2,1,1,0,0,59,2018,3,13,1,0,0,0,67.5,0,0
2,0,2,4,0,0,0,150,2018,7,24,1,0,0,0,99.45,2,0
2,0,0,2,0,0,0,44,2018,11,3,1,0,0,0,77.76,0,0
3,0,0,2,0,0,1,85,2018,10,7,1,0,0,0,151.2,2,0
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,0,1
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,109.0,0,1
2,0,2,0,0,0,1,65,2018,4,24,1,0,0,0,118.8,1,0
